Although it was raining, we decided to go for a walk.|Bien qu'il pleuve, nous avons décidé d'aller nous promener.|bien qu'il pleuve nous avons decide d'aller nous promener|malgre la pluie on a decide de se promener|la pluie n'a pas empeche notre promenade|on est sortis se promener malgre la pluie|la pluie n'a pas stoppe notre envie de promenade
Although he was tired, he continued working until midnight.|Bien qu'il fût fatigué, il a continué à travailler jusqu'à minuit.|bien qu'il fut fatigue il a continue a travailler jusqu'a minuit|la fatigue ne l'a pas arrete il a bosse jusqu'a minuit|fatigué il a tout de meme persevere jusqu'a minuit|malgre la fatigue il est reste au travail jusqu'a minuit|il a tenu bon jusqu'a minuit malgre son epuisement
The museum was so crowded that we could barely move.|Le musée était tellement bondé que nous pouvions à peine bouger.|le musee etait tellement bonde que nous pouvions a peine bouger|le monde dans le musee nous empechait presque de circuler|la foule du musee rendait tout deplacement difficile|le musee etait plein a craquer on ne pouvait quasiment pas se deplacer|la densite de visiteurs au musee etait considerable
She spoke so quickly that I could not understand her.|Elle parlait si vite que je ne pouvais pas la comprendre.|elle parlait si vite que je ne pouvais pas la comprendre|son debit trop rapide me rendait la comprehension impossible|je n'arrivais pas a la suivre tellement elle parlait vite|elle s'exprimait a une telle vitesse que je perdais le fil|la rapidite de son elocution m'empechait de comprendre
He has never been to Asia but he would love to visit Japan.|Il n'est jamais allé en Asie mais il aimerait visiter le Japon.|il n'est jamais alle en asie mais il aimerait visiter le japon|le japon est dans ses reves bien qu'il ne soit jamais alle en asie|l'asie reste un continent inconnu pour lui mais le japon le fait rever|n'ayant jamais mis les pieds en asie il aspire a visiter le japon|le japon l'attire malgre son absence totale d'experience asiatique
We were informed that the meeting had been postponed until next week.|Nous avons été informés que la réunion avait été reportée à la semaine prochaine.|nous avons ete informes que la reunion avait ete reportee a la semaine prochaine|la reunion a ete reprogrammee pour la semaine prochaine on nous l'a signifie|on nous a avertis que la reunion n'aurait pas lieu avant la semaine prochaine|l'information du report de reunion a la semaine prochaine nous est parvenue|la reunion deplacee d'une semaine voila ce qui nous a ete communique
The children played in the garden while their parents prepared dinner.|Les enfants ont joué dans le jardin pendant que leurs parents préparaient le dîner.|les enfants ont joue dans le jardin pendant que leurs parents preparaient le diner|pendant que les parents cuisinaient les enfants profitaient du jardin|les enfants s'amusaient dehors tandis que le repas etait prepare|le repas du soir se preparait pendant que les enfants jouaient|le jardin accueillait les enfants cependant que le diner se mijotait
She has always been passionate about environmental issues.|Elle a toujours été passionnée par les questions environnementales.|elle a toujours ete passionnee par les questions environnementales|l'environnement est depuis toujours sa grande cause|les sujets ecologiques la passionnent depuis toujours|l'ecologie est une passion de longue date pour elle|les questions d'environnement la mobilisent depuis ses debuts
The company decided to reduce its carbon footprint by twenty percent.|La société a décidé de réduire son empreinte carbone de vingt pour cent.|la societe a decide de reduire son empreinte carbone de vingt pour cent|un effort de reduction d'empreinte carbone de 20% a ete annonce|l'entreprise s'est fixe un objectif de 20% de reduction de carbone|vingt pour cent de baisse d'empreinte carbone c'est l'objectif retenu|la societe vise une empreinte carbone allegee de vingt pour cent
Not only did she pass the exam but she also got the highest mark.|Non seulement elle a réussi l'examen, mais elle a aussi eu la meilleure note.|non seulement elle a reussi l'examen mais elle a aussi eu la meilleure note|elle a reussi l'examen et en plus avec la meilleure note|double exploit passer l'exam et decrocher la meilleure note|la reussite de l'exam s'accompagne pour elle du meilleur resultat|non content de passer l'exam elle a rafle la meilleure note
He tends to procrastinate when faced with difficult tasks.|Il a tendance à procrastiner face aux tâches difficiles.|il a tendance a procrastiner face aux taches difficiles|les taches difficiles le poussent a repousser|face a la difficulte il a le reflexe de reporter|remettre a plus tard c'est son defaut devant les taches ardues|les taches complexes eveillent sa tendance a la procrastination
The new policy aims to improve public transport in the city.|La nouvelle politique vise à améliorer les transports en commun dans la ville.|la nouvelle politique vise a ameliorer les transports en commun dans la ville|ameliorer le transport public en ville est l'objectif de la nouvelle politique|la politique mise en place cible les transports en commun urbains|les transports en commun urbains sont dans le viseur de la nouvelle politique|la nouvelle strategie municipale mise sur les transports en commun
She managed to convince her colleagues to adopt the new approach.|Elle a réussi à convaincre ses collègues d'adopter la nouvelle approche.|elle a reussi a convaincre ses collegues d'adopter la nouvelle approche|ses collegues ont ete convaincus par elle d'adopter la nouvelle methode|elle a su amener ses collegues a changer d'approche|la nouvelle methode a fait l'adhesion grace a sa conviction|elle a emporte l'adhesion de ses collegues pour la nouvelle approche
I find it difficult to balance work and personal life.|Je trouve difficile de concilier travail et vie personnelle.|je trouve difficile de concilier travail et vie personnelle|le bon equilibre entre boulot et vie perso reste un defi|concilier pro et perso est complique pour moi|je peine a trouver un equilibre entre ma vie pro et perso|l'equilibre vie pro vie perso est une difficulte persistante
The research team published its findings in a scientific journal.|L'équipe de recherche a publié ses résultats dans une revue scientifique.|l'equipe de recherche a publie ses resultats dans une revue scientifique|les conclusions de l'equipe de recherche ont paru dans une revue scientifique|une revue scientifique a accueilli les resultats de l'equipe de chercheurs|c'est dans une revue scientifique que les decouvertes ont ete rendues publiques|les resultats de la recherche ont integre une revue scientifique
Despite being an introvert, she is an excellent public speaker.|Bien qu'elle soit introvertie, elle est une excellente oratrice.|bien qu'elle soit introvertie elle est une excellente oratrice|sa nature introvertie contraste avec son talent d'orateur|l'introversion ne l'empeche pas d'etre une tres bonne orateur|sa discretion naturelle ne nuit pas a ses qualites d'orateur|introvertie soit-elle elle brille en prise de parole publique
The film explores themes of identity and belonging.|Le film explore les thèmes de l'identité et de l'appartenance.|le film explore les themes de l'identite et de l'appartenance|l'identite et l'appartenance sont au coeur du film|le film se penche sur la question de l'identite et du sentiment d'appartenance|c'est l'identite et l'appartenance que le film met en lumiere|le film fait de l'identite et de l'appartenance ses themes centraux
She struggled to find time for her hobbies during the busy season.|Elle avait du mal à trouver du temps pour ses loisirs pendant la saison chargée.|elle avait du mal a trouver du temps pour ses loisirs pendant la saison chargee|la saison chargee laissait peu de place a ses loisirs|ses activites personnelles ont pati de la periode d'intense activite|en haute saison ses loisirs passaient au second plan|la periode intense ne lui laissait guere de place pour ses passions
The local council has introduced new recycling rules.|Le conseil municipal a introduit de nouvelles règles de recyclage.|le conseil municipal a introduit de nouvelles regles de recyclage|de nouvelles directives de recyclage ont ete mises en place par la mairie|la mairie a adopte de nouvelles regles en matiere de recyclage|le conseil local a encadre le recyclage avec de nouvelles dispositions|des regles de recyclage revues ont ete imposees par le conseil municipal
He is considering changing careers after ten years in finance.|Il envisage de changer de carrière après dix ans dans la finance.|il envisage de changer de carriere apres dix ans dans la finance|apres une decennie en finance il reflechit a une reconversion|dix ans de finance l'amene a envisager un tournant professionnel|une reconversion professionnelle est dans ses pensees apres dix ans en finance|la finance apres dix ans le laisse a reorienter sa carriere
The journey to the summit took longer than expected due to the heavy snow.|La montée vers le sommet a duré plus longtemps que prévu en raison de la neige abondante.|la montee vers le sommet a dure plus longtemps que prevu en raison de la neige abondante|la neige abondante a rallonge le temps d'ascension|plus de neige que prevu a allonge le trajet vers le sommet|la progression vers le sommet a ete ralentie par les fortes chutes de neige|l'ascension a ete plus longue que prevue a cause de la neige
She was deeply moved by the performance of the orchestra.|Elle a été profondément émue par la prestation de l'orchestre.|elle a ete profondement emue par la prestation de l'orchestre|la performance orchestrale l'a touche au plus profond|l'orchestre l'a emue aux larmes|elle a ete bouleversee par le jeu de l'orchestre|la prestation de l'orchestre l'a profondement marquee
He regrets not having studied harder when he was younger.|Il regrette de ne pas avoir travaillé plus dur quand il était jeune.|il regrette de ne pas avoir travaille plus dur quand il etait jeune|ses annees estudiantines auraient merite plus d'investissement selon lui|il se reproche son manque de serieux dans sa jeunesse|il aurait voulu travailler davantage pendant sa jeunesse|son seul regret c'est de ne pas avoir plus bosse etant jeune
The report highlights the need for greater investment in education.|Le rapport souligne la nécessité d'un investissement plus important dans l'éducation.|le rapport souligne la necessite d'un investissement plus important dans l'education|le rapport met en avant le manque de moyens dans l'education|l'education a besoin de plus d'investissement c'est ce que revele le rapport|le rapport pointe le deficit d'investissement dans le secteur educatif|l'augmentation des financements educatifs est preconisee par le rapport
They have decided to work from home three days a week.|Ils ont décidé de travailler chez eux trois jours par semaine.|ils ont decide de travailler chez eux trois jours par semaine|trois jours de teletravail par semaine c'est leur nouveau fonctionnement|le teletravail trois fois par semaine a ete choisi|ils alternent trois jours a domicile et deux jours au bureau|un rythme de trois jours de teletravail par semaine a ete adopte
The exhibition attracted over fifty thousand visitors last month.|L'exposition a attiré plus de cinquante mille visiteurs le mois dernier.|l'exposition a attire plus de cinquante mille visiteurs le mois dernier|le mois dernier l'exposition a enregistre plus de 50000 visiteurs|plus de cinquante mille personnes ont visite l'exposition le mois dernier|l'exposition a connu une frequentation de plus de 50000 personnes|50000 visiteurs pour l'exposition au mois dernier
She could not help but laugh when she heard the story.|Elle ne pouvait s'empêcher de rire en entendant cette histoire.|elle ne pouvait s'empecher de rire en entendant cette histoire|l'histoire l'a fait pouffer malgre elle|elle a eclate de rire a l'ecoute de l'anecdote|incapable de se retenir elle a ri en entendant l'histoire|le recit l'a fait rire spontanement
He pointed out that the figures in the report were inaccurate.|Il a signalé que les chiffres du rapport étaient inexacts.|il a signale que les chiffres du rapport etaient inexacts|il a attire l'attention sur les erreurs dans les chiffres du rapport|les inexactitudes chiffrees du rapport ont ete mises en evidence par lui|il a releve les imprecisions des donnees du rapport|il a souligne le caractere errone des chiffres contenus dans le rapport
The students were asked to write an essay on climate change.|Les étudiants ont été invités à écrire un essai sur le changement climatique.|les etudiants ont ete invites a ecrire un essai sur le changement climatique|la redaction d'un essai sur le rechauffement climatique a ete demandee|on leur a demande de rediger un texte sur le changement climatique|les etudiants avaient pour mission d'ecrire sur le changement climatique|un essai sur le climat etait la consigne pour les etudiants
She noticed that the window had been left open all night.|Elle a remarqué que la fenêtre était restée ouverte toute la nuit.|elle a remarque que la fenetre etait restee ouverte toute la nuit|la fenetre etait ouverte depuis toute la nuit elle l'a constate|elle a vu que la fenetre n'avait pas ete fermee de la nuit|la fenetre restee ouverte toute la nuit n'a pas echappe a son attention|la fenetre avait passe toute la nuit ouverte elle s'en est rendu compte
He admitted that he had made a mistake in his calculations.|Il a admis qu'il avait fait une erreur dans ses calculs.|il a admis qu'il avait fait une erreur dans ses calculs|il a reconnu s'etre trompe dans ses calculs|une erreur de calcul de sa part a ete avouee|il a confesse avoir commis une erreur de calcul|l'erreur de calcul il l'a reconnue
The company is planning to expand into new markets next year.|L'entreprise prévoit de s'étendre vers de nouveaux marchés l'année prochaine.|l'entreprise prevoit de s'etendre vers de nouveaux marches l'annee prochaine|l'an prochain l'entreprise compte elargir ses marches|une expansion vers de nouveaux marches est prevue pour l'entreprise l'an prochain|l'entreprise prepare son ouverture a de nouveaux marches pour l'annee prochaine|la conquete de nouveaux marches est dans les plans de l'entreprise pour l'an prochain
We need to consider the environmental impact of our choices.|Nous devons considérer l'impact environnemental de nos choix.|nous devons considerer l'impact environnemental de nos choix|l'impact de nos choix sur l'environnement doit etre pris en compte|reflechir aux consequences ecologiques de nos decisions est indispensable|nos choix ont un impact environnemental qu'il faut evaluer|l'empreinte ecologique de nos decisions doit etre mesuree
She spent the whole afternoon trying to fix the computer.|Elle a passé tout l'après-midi à essayer de réparer l'ordinateur.|elle a passe tout l'apres-midi a essayer de reparer l'ordinateur|l'apres-midi entier a ete consacre a la reparation de l'ordinateur|elle a bosse tout l'apres-midi sur le depannage informatique|la reparation de l'ordinateur lui a pris tout l'apres-midi|l'ordinateur a monopolise son apres-midi entier
He called several times but could not get through.|Il a appelé plusieurs fois mais n'a pas réussi à joindre.|il a appele plusieurs fois mais n'a pas reussi a joindre|ses nombreux appels sont restes sans reponse|il a tente de joindre plusieurs fois sans succes|il a multiplie les tentatives d'appel sans aboutir|aucun de ses appels n'a abouti malgre leur nombre
The renovation works are expected to be completed by summer.|Les travaux de rénovation devraient être terminés avant l'été.|les travaux de renovation devraient etre termines avant l'ete|la fin des travaux est attendue pour l'ete|la renovation devrait s'achever d'ici l'ete|avant l'ete les travaux de renovation devraient etre boucles|la date de fin des travaux est fixee pour l'ete
She explained that she had been ill for several days.|Elle a expliqué qu'elle avait été malade pendant plusieurs jours.|elle a explique qu'elle avait ete malade pendant plusieurs jours|plusieurs jours de maladie elle l'a precise|elle a mentionne son etat de sante defaillant des derniers jours|la maladie des derniers jours a ete expliquee par elle|elle a fait part de son indisposition des derniers jours
He insisted that the decision should be made by the whole team.|Il a insisté pour que la décision soit prise par toute l'équipe.|il a insiste pour que la decision soit prise par toute l'equipe|il a tenu a ce que la decision soit collective|il a plaide pour une decision a l'echelle de toute l'equipe|la prise de decision collective a ete reclamee par lui|il a defendu l'idee d'une decision commune
The new bridge has reduced travel time between the two cities.|Le nouveau pont a réduit le temps de trajet entre les deux villes.|le nouveau pont a reduit le temps de trajet entre les deux villes|les deux villes se rejoignent plus vite grace au nouveau pont|le pont a raccourci les trajets entre les deux cites|le temps de parcours entre les deux villes a diminue avec le pont|le nouveau pont facilite et accelere les deplacements entre les deux villes
She was convinced that the solution lay in better communication.|Elle était convaincue que la solution résidait dans une meilleure communication.|elle etait convaincue que la solution residait dans une meilleure communication|une communication amelioree etait selon elle la clef du probleme|elle estimait que mieux communiquer resoudrait tout|la solution elle la voyait dans une communication renforcee|ameliorer la communication c'etait pour elle la voie vers la solution
We had to cancel our plans because of the bad weather.|Nous avons dû annuler nos plans à cause du mauvais temps.|nous avons du annuler nos plans a cause du mauvais temps|le mauvais temps a contraint a l'annulation de nos projets|nos projets sont tombes a l'eau a cause du temps|le temps nous a forces a renoncer a nos plans|nos previsions ont ete annulees en raison des mauvaises conditions meteorologiques
She has a tendency to overthink problems before acting.|Elle a tendance à trop réfléchir aux problèmes avant d'agir.|elle a tendance a trop reflechir aux problemes avant d'agir|elle sur-analyse les situations avant de passer a l'action|la reflexion excessive precede chaque action chez elle|elle hesite trop avant de trancher et d'agir|penser trop longtemps avant d'agir c'est son travers
He pointed out that the deadline was approaching quickly.|Il a signalé que la date limite approchait rapidement.|il a signale que la date limite approchait rapidement|il a rappele l'imminence de l'echeance|l'echeance qui se rapproche a ete soulignee par lui|il a attire l'attention sur la proximite de la deadline|il a indique que le delai imparti touchait a sa fin
The lecture was so interesting that no one left early.|La conférence était si intéressante que personne n'est parti avant la fin.|la conference etait si interessante que personne n'est parti avant la fin|l'interet de la conference a retenu tous les participants jusqu'au bout|personne n'a quitte la salle tellement la conference captivait|si captivante la conference que tout le monde est reste|aucun depart anticipe tant la conference etait passionnante
She asked whether there were any seats available at the back.|Elle a demandé s'il y avait des places disponibles au fond.|elle a demande s'il y avait des places disponibles au fond|elle a voulu savoir si des places libres existaient au fond|les places du fond elle a cherche a savoir si elles etaient libres|au fond de la salle elle s'est informee sur la disponibilite des places|elle a interroge sur l'existence de places au fond
He was so focused that he did not hear the phone ring.|Il était tellement concentré qu'il n'a pas entendu le téléphone sonner.|il etait tellement concentre qu'il n'a pas entendu le telephone sonner|sa concentration totale l'a rendu sourd aux sonneries du telephone|le telephone a sonne dans le vide tellement il etait dans sa bulle|completement absorbe il a laisse sonner sans repondre|la concentration totale l'a isole du bruit du telephone
The proposal was well received by the board of directors.|La proposition a été bien accueillie par le conseil d'administration.|la proposition a ete bien accueillie par le conseil d'administration|le conseil d'administration a reserve un bon accueil a la proposition|la proposition a rencontre l'assentiment du conseil d'administration|bien accueillie la proposition par les administrateurs|le board a reagi favorablement a la proposition
We should not underestimate the importance of mental health.|Nous ne devons pas sous-estimer l'importance de la santé mentale.|nous ne devons pas sous-estimer l'importance de la sante mentale|la sante mentale ne doit pas etre negligee|l'importance de la sante mentale est a prendre au serieux|la sante psychologique merite qu'on lui accorde de l'importance|ignorer l'importance de la sante mentale serait une erreur
She took notes throughout the conference to ensure she did not miss anything.|Elle a pris des notes tout au long de la conférence pour ne rien manquer.|elle a pris des notes tout au long de la conference pour ne rien manquer|pour etre sure de tout retenir elle a note durant toute la conference|la prise de notes exhaustive pendant la conference lui a permis de ne rien perdre|du debut a la fin de la conference elle a ecrit pour ne rien oublier|elle a note sans relache pour garder une trace complete
He refused to sign the contract until he had read every clause.|Il a refusé de signer le contrat avant d'avoir lu chaque clause.|il a refuse de signer le contrat avant d'avoir lu chaque clause|il a conditionne sa signature a une lecture integrale du contrat|pas de signature avant relecture complete de chaque clause du contrat|il a exige de lire le contrat en entier avant de signer|sa signature etait suspendue a une lecture clause par clause
The volunteers spent the weekend cleaning up the local park.|Les bénévoles ont passé le week-end à nettoyer le parc local.|les benevoles ont passe le week-end a nettoyer le parc local|le week-end a ete consacre par les benevoles au nettoyage du parc|le parc local a ete remis en etat par les benevoles ce week-end|les benevoles ont mobilise leur week-end pour remettre le parc en etat|nettoyage du parc le week-end venu par les benevoles
She mentioned that she had already applied for several positions.|Elle a mentionné qu'elle avait déjà postulé à plusieurs postes.|elle a mentionne qu'elle avait deja postule a plusieurs postes|elle a signale ses candidatures multiples deja deposees|il ressort de ses propos qu'elle a deja envoye plusieurs candidatures|elle a evoque ses postulations a differents postes deja faites|plusieurs postes ont deja ete vises par ses candidatures selon elle
He wondered whether he should accept the offer or wait for a better one.|Il se demandait s'il devait accepter l'offre ou attendre une meilleure.|il se demandait s'il devait accepter l'offre ou attendre une meilleure|il hesitait entre saisir l'offre et patienter pour une meilleure|accepter ou attendre une meilleure offre c'etait son dilemme|il s'interrogeait sur l'opportunite d'accepter cette offre ou de temporiser|la question qui le taraudait saisir l'offre ou esperer mieux
The children were fascinated by the interactive exhibits at the museum.|Les enfants étaient fascinés par les expositions interactives du musée.|les enfants etaient fascines par les expositions interactives du musee|les dispositifs interactifs du musee ont eveille la fascination des enfants|les enfants n'en revenaient pas des installations interactives du musee|le musee a captive les enfants par ses installations participatives|les exhibits interactifs du musee ont suscite l'enthousiasme des enfants
She felt that the criticism was unfair and decided to respond calmly.|Elle a estimé que la critique était injuste et a décidé de répondre calmement.|elle a estime que la critique etait injuste et a decide de repondre calmement|jugant la critique injuste elle a opte pour une reponse posee|elle a choisi de repliquer sereinement en estimant la critique injuste|devant une critique qu'elle jugeait injuste elle a garde son calme|la reponse calme a une critique jugee injuste c'est la voie qu'elle a choisie
He worked on the project day and night to meet the deadline.|Il a travaillé jour et nuit sur le projet pour respecter l'échéance.|il a travaille jour et nuit sur le projet pour respecter l'echeance|respecter le delai lui a impose de travailler sans relache|l'echeance l'a contraint a bosser en continu nuit et jour|pour tenir le calendrier il a sacrifie ses nuits sur le projet|nuit et jour le projet l'a mobilise pour tenir l'echeance
The documentary raised important questions about the future of food production.|Le documentaire a soulevé d'importantes questions sur l'avenir de la production alimentaire.|le documentaire a souleve d'importantes questions sur l'avenir de la production alimentaire|l'avenir de l'alimentation a ete questionne dans ce documentaire|le documentaire a interpelle sur les defis de la production alimentaire future|c'est le futur de l'alimentation que le documentaire a mis en debat|les grandes questions sur l'alimentation de demain ont ete posees par le documentaire
She was surprised to learn that the company had been founded over a century ago.|Elle a été surprise d'apprendre que l'entreprise avait été fondée il y a plus d'un siècle.|elle a ete surprise d'apprendre que l'entreprise avait ete fondee il y a plus d'un siecle|apprendre le caractere centenaire de l'entreprise l'a surprise|la fondation de l'entreprise plus d'un siecle en arriere l'a etonnee|elle ignorait que l'entreprise avait plus d'un siecle d'existence|la longevite de l'entreprise depassant le siecle l'a surprise
He recommended that we visit the old town before leaving the city.|Il nous a recommandé de visiter la vieille ville avant de quitter la cité.|il nous a recommande de visiter la vieille ville avant de quitter la cite|il nous a conseille de ne pas partir sans avoir vu la vieille ville|avant notre depart il nous a suggere de visiter la vieille ville|sa recommandation etait de visiter la vieille ville avant de partir|voir la vieille ville avant de quitter la ville c'est ce qu'il nous a encourage a faire
The temperature dropped sharply overnight, causing ice on the roads.|La température a chuté brutalement pendant la nuit, provoquant du verglas sur les routes.|la temperature a chute brutalement pendant la nuit provoquant du verglas sur les routes|la baisse soudaine de temperature nocturne a rendu les routes verglacees|le verglas est apparu sur les routes suite a une chute de temperature nocturne|les routes se sont verglas la nuit avec la forte baisse de temperature|une temperature en chute libre la nuit a produit du verglas matinal
The teacher encouraged the students to express their opinions freely.|L'enseignant a encouragé les étudiants à exprimer librement leurs opinions.|l'enseignant a encourage les etudiants a exprimer librement leurs opinions|les etudiants ont ete invites a s'exprimer librement par le professeur|le professeur a favorise la libre expression des opinions de ses etudiants|il a cree un cadre ou les eleves pouvaient partager leurs points de vue|la liberte d'expression des opinions a ete encouragee par l'enseignant
She realised she had been speaking to the wrong person for the past ten minutes.|Elle s'est rendu compte qu'elle parlait à la mauvaise personne depuis dix minutes.|elle s'est rendu compte qu'elle parlait a la mauvaise personne depuis dix minutes|dix minutes de conversation avec la mauvaise personne avant de s'en rendre compte|elle a realise apres dix minutes qu'elle s'adressait a la mauvaise personne|la confusion sur son interlocuteur a ete decouverte apres dix minutes|ce n'est qu'apres dix minutes qu'elle a constate parler a la mauvaise personne
He has been dealing with a lot of pressure at work lately.|Il subit beaucoup de pression au travail ces derniers temps.|il subit beaucoup de pression au travail ces derniers temps|la pression au travail s'est intensifiee pour lui dernierement|les dernieres semaines ont ete marquees par une forte pression professionnelle|le stress professionnel est eleve pour lui en ce moment|il est sous haute pression au boulot depuis quelque temps
The renovation of the old building transformed it into a modern arts centre.|La rénovation du vieux bâtiment l'a transformé en centre d'art moderne.|la renovation du vieux batiment l'a transforme en centre d'art moderne|l'ancien batiment renove est devenu un espace d'art contemporain|un centre d'art moderne a pris place dans l'ancien batiment grace a la renovation|la transformation du vieux batiment en centre artistique a ete realisee|le batiment d'antan est devenu un lieu d'art grace aux travaux
We could not understand why the decision had taken so long.|Nous ne comprenions pas pourquoi la décision avait mis autant de temps.|nous ne comprenions pas pourquoi la decision avait mis autant de temps|le temps pris pour decider nous a echappe|la lenteur de la prise de decision restait incomprehensible pour nous|on ne voyait pas les raisons de ce delai de decision|la longueur du processus de decision nous restait obscure
She feels more confident when she speaks in small groups.|Elle se sent plus confiante quand elle parle dans de petits groupes.|elle se sent plus confiante quand elle parle dans de petits groupes|les petits groupes lui donnent plus d'assurance a l'oral|en petit comite son assurance en prise de parole est meilleure|la confiance en elle grandit quand le groupe est restreint|les petits groupes sont son environnement de confort pour s'exprimer
He has developed a strong interest in sustainable architecture.|Il a développé un fort intérêt pour l'architecture durable.|il a developpe un fort interet pour l'architecture durable|l'architecture durable l'interesse de plus en plus|c'est l'architecture ecologique qui le passionne desormais|un interet prononce pour le batiment durable s'est developpe chez lui|l'architecture responsable est devenue une de ses passions
The charity event raised over twenty thousand euros for local causes.|L'événement caritatif a permis de collecter plus de vingt mille euros pour des causes locales.|l'evenement caritatif a permis de collecter plus de vingt mille euros pour des causes locales|plus de 20000 euros ont ete reunis au benefice de causes locales|la collecte lors de l'evenement caritatif a depasse 20000 euros pour des projets locaux|les causes locales ont beneficie de plus de vingt mille euros grace a l'evenement|la levee de fonds de l'evenement caritatif a atteint plus de 20000 euros
She was deeply inspired by the speech given at the opening ceremony.|Elle a été profondément inspirée par le discours prononcé lors de la cérémonie d'ouverture.|elle a ete profondement inspiree par le discours prononce lors de la ceremonie d'ouverture|le discours de la ceremonie d'ouverture a ete une source d'inspiration profonde|le mot inaugural l'a profondement touchee et inspiree|l'allocution de l'ouverture l'a marquee et l'a poussee a agir|le discours d'ouverture a eu sur elle un effet inspirant
He made it clear that he was not willing to compromise on quality.|Il a clairement indiqué qu'il n'était pas prêt à faire de compromis sur la qualité.|il a clairement indique qu'il n'etait pas pret a faire de compromis sur la qualite|la qualite n'est pas negociable il l'a annonce clairement|il a maintenu sa position en refusant de rogner sur la qualite|pas de concession sur la qualite c'est son message clairement exprime|il a pose comme condition la qualite non negociable
The system was designed to handle a large volume of requests simultaneously.|Le système a été conçu pour gérer un grand volume de requêtes simultanément.|le systeme a ete concu pour gerer un grand volume de requetes simultanement|le traitement simultane d'un grand nombre de requetes est prevu dans le systeme|le systeme supporte des volumes importants de requetes en parallele|concu pour gerer la charge le systeme peut traiter de nombreuses requetes en meme temps|la haute volumetrie en simultanee est une capacite du systeme
